日期,宠主ID,宠主姓名,宠物类型,服务项目,消费金额,医生,客户来源
2025-12-16,C00061,客户61,狗,疫苗,154,李医生,新客户
2025-12-16,C02481,客户2481,其他,体检,214,刘医生,老客户
2025-12-16,C00379,客户379,猫,绝育,621,李医生,老客户
2025-12-16,C00192,客户192,猫,看病,865,李医生,老客户
2025-12-16,C01297,客户1297,狗,看病,211,陈医生,老客户
2025-12-16,C01275,客户1275,其他,疫苗,95,李医生,老客户
2025-12-16,C00159,客户159,猫,绝育,379,刘医生,老客户
2025-12-16,C00051,客户51,狗,看病,421,王医生,新客户
2025-12-16,C00194,客户194,猫,疫苗,154,王医生,老客户
2025-12-16,C01350,客户1350,其他,看病,512,陈医生,老客户
2025-12-16,C02065,客户2065,猫,体检,225,王医生,老客户
2025-12-16,C01360,客户1360,猫,绝育,541,刘医生,老客户
2025-12-16,C00908,客户908,猫,绝育,450,李医生,老客户
2025-12-16,C00157,客户157,猫,体检,378,刘医生,老客户
2025-12-16,C01160,客户1160,狗,绝育,437,张医生,老客户
2025-12-16,C00506,客户506,猫,看病,568,李医生,老客户
2025-12-16,C01090,客户1090,猫,体检,215,王医生,老客户
2025-12-16,C00491,客户491,狗,看病,696,陈医生,新客户
2025-12-16,C01110,客户1110,猫,体检,268,张医生,老客户
2025-12-16,C01088,客户1088,猫,体检,176,李医生,新客户
2025-12-16,C00580,客户580,狗,疫苗,147,李医生,新客户
2025-12-16,C00294,客户294,狗,绝育,477,李医生,老客户
2025-12-16,C01126,客户1126,狗,体检,186,王医生,新客户
2025-12-16,C01995,客户1995,狗,疫苗,149,张医生,老客户
2025-12-16,C01963,客户1963,猫,看病,481,李医生,老客户
2025-12-16,C00402,客户402,猫,绝育,568,李医生,老客户
2025-12-16,C00252,客户252,其他,体检,368,李医生,新客户
2025-12-16,C00338,客户338,猫,看病,393,李医生,老客户
2025-12-16,C01281,客户1281,猫,疫苗,99,张医生,老客户
2025-12-16,C00534,客户534,狗,绝育,688,李医生,新客户
2025-12-16,C01342,客户1342,狗,绝育,451,王医生,新客户
2025-12-16,C00476,客户476,猫,疫苗,106,李医生,老客户
2025-12-16,C00273,客户273,狗,体检,381,刘医生,老客户
2025-12-16,C00391,客户391,狗,看病,709,李医生,老客户
2025-12-16,C01155,客户1155,狗,疫苗,102,陈医生,老客户
2025-12-16,C01155,客户1155,狗,绝育,371,刘医生,老客户
2025-12-16,C02381,客户2381,狗,绝育,467,李医生,老客户
2025-12-16,C02047,客户2047,狗,看病,241,陈医生,老客户
2025-12-16,C01416,客户1416,狗,体检,250,张医生,老客户
2025-12-16,C00498,客户498,狗,看病,924,刘医生,老客户
2025-12-16,C01925,客户1925,猫,绝育,480,李医生,新客户
2025-12-16,C01445,客户1445,狗,洗护,209,王医生,老客户
2025-12-16,C00780,客户780,猫,绝育,579,李医生,新客户
2025-12-16,C00277,客户277,狗,疫苗,142,李医生,老客户
2025-12-16,C00098,客户98,狗,看病,880,李医生,新客户
2025-12-16,C02336,客户2336,狗,体检,227,王医生,老客户
2025-12-16,C00105,客户105,狗,绝育,489,刘医生,老客户
2025-12-16,C00285,客户285,狗,绝育,675,王医生,老客户
2025-12-16,C00114,客户114,猫,看病,869,张医生,老客户
2025-12-16,C00273,客户273,狗,疫苗,161,张医生,老客户
2025-12-16,C01906,客户1906,其他,绝育,520,李医生,老客户
2025-12-16,C00182,客户182,狗,看病,428,李医生,新客户
2025-12-16,C02336,客户2336,狗,疫苗,123,李医生,老客户
2025-12-16,C00097,客户97,狗,疫苗,140,张医生,老客户
2025-12-17,C00261,客户261,猫,疫苗,105,王医生,老客户
2025-12-17,C00536,客户536,其他,疫苗,185,李医生,老客户
2025-12-17,C00260,客户260,猫,绝育,580,李医生,老客户
2025-12-17,C00354,客户354,狗,看病,441,李医生,老客户
2025-12-17,C00162,客户162,猫,疫苗,141,李医生,老客户
2025-12-17,C00785,客户785,猫,洗护,160,王医生,老客户
2025-12-17,C00528,客户528,猫,绝育,602,李医生,新客户
2025-12-17,C00183,客户183,其他,绝育,408,王医生,老客户
2025-12-17,C00839,客户839,狗,疫苗,139,王医生,新客户
2025-12-17,C02401,客户2401,狗,洗护,197,刘医生,老客户
2025-12-17,C02457,客户2457,狗,看病,241,陈医生,新客户
2025-12-17,C00816,客户816,猫,绝育,446,张医生,老客户
2025-12-17,C00163,客户163,猫,疫苗,182,刘医生,新客户
2025-12-17,C00122,客户122,狗,看病,724,张医生,老客户
2025-12-17,C02661,客户2661,猫,洗护,120,张医生,老客户
2025-12-17,C02403,客户2403,猫,洗护,126,李医生,老客户
2025-12-17,C00431,客户431,狗,看病,820,刘医生,老客户
2025-12-17,C00177,客户177,狗,体检,348,王医生,老客户
2025-12-17,C00415,客户415,猫,疫苗,109,刘医生,新客户
2025-12-17,C00269,客户269,狗,绝育,647,王医生,老客户
2025-12-17,C00695,客户695,猫,洗护,188,刘医生,新客户
2025-12-17,C01500,客户1500,狗,绝育,489,王医生,老客户
2025-12-17,C00421,客户421,其他,体检,264,张医生,老客户
2025-12-17,C01229,客户1229,狗,疫苗,81,王医生,老客户
2025-12-17,C00327,客户327,猫,洗护,211,李医生,新客户
2025-12-17,C00189,客户189,狗,看病,549,王医生,老客户
2025-12-17,C00559,客户559,猫,看病,638,李医生,老客户
2025-12-17,C00213,客户213,猫,看病,361,刘医生,老客户
2025-12-17,C00358,客户358,猫,看病,246,刘医生,老客户
2025-12-17,C01142,客户1142,猫,看病,577,李医生,老客户
2025-12-17,C01388,客户1388,猫,体检,238,刘医生,老客户
2025-12-17,C00490,客户490,猫,看病,572,张医生,老客户
2025-12-17,C00288,客户288,狗,绝育,433,张医生,老客户
2025-12-17,C01939,客户1939,狗,洗护,173,王医生,老客户
2025-12-17,C00177,客户177,猫,洗护,210,王医生,老客户
2025-12-17,C01367,客户1367,狗,体检,314,李医生,老客户
2025-12-17,C00127,客户127,狗,看病,1005,李医生,老客户
2025-12-17,C00466,客户466,猫,看病,674,王医生,老客户
2025-12-17,C00127,客户127,猫,看病,791,陈医生,老客户
2025-12-17,C00537,客户537,其他,看病,651,王医生,老客户
2025-12-17,C02053,客户2053,猫,洗护,238,张医生,老客户
2025-12-17,C01684,客户1684,狗,疫苗,93,张医生,新客户
2025-12-17,C02450,客户2450,猫,疫苗,136,刘医生,老客户
2025-12-17,C01213,客户1213,狗,疫苗,100,王医生,老客户
2025-12-17,C00069,客户69,猫,看病,896,刘医生,老客户
2025-12-17,C00212,客户212,猫,看病,815,陈医生,老客户
2025-12-17,C01338,客户1338,猫,体检,282,王医生,老客户
2025-12-17,C01727,客户1727,狗,体检,290,李医生,老客户
2025-12-17,C00828,客户828,猫,洗护,161,张医生,老客户
2025-12-17,C00469,客户469,猫,疫苗,155,王医生,老客户
2025-12-17,C00458,客户458,猫,绝育,694,李医生,新客户
2025-12-17,C00895,客户895,猫,体检,316,刘医生,老客户
2025-12-17,C00240,客户240,其他,看病,792,李医生,老客户
2025-12-17,C01608,客户1608,猫,疫苗,97,李医生,老客户
2025-12-17,C00375,客户375,猫,体检,298,张医生,新客户
2025-12-17,C00566,客户566,猫,看病,513,李医生,老客户
2025-12-17,C00217,客户217,猫,看病,523,陈医生,老客户
2025-12-17,C00068,客户68,狗,看病,379,刘医生,老客户
2025-12-17,C01397,客户1397,狗,疫苗,127,张医生,老客户
2025-12-17,C00309,客户309,狗,体检,362,李医生,老客户
2025-12-17,C01213,客户1213,猫,绝育,590,刘医生,老客户
2025-12-17,C00838,客户838,猫,疫苗,82,王医生,老客户
2025-12-17,C00990,客户990,其他,疫苗,139,王医生,老客户
2025-12-17,C00551,客户551,猫,看病,982,张医生,老客户
2025-12-17,C00672,客户672,狗,看病,307,陈医生,老客户
2025-12-17,C00486,客户486,狗,看病,324,李医生,老客户
2025-12-17,C00873,客户873,猫,看病,629,王医生,老客户
2025-12-17,C00657,客户657,猫,绝育,432,李医生,新客户
2025-12-17,C01313,客户1313,猫,疫苗,145,张医生,老客户
2025-12-17,C01063,客户1063,猫,疫苗,105,陈医生,老客户
2025-12-17,C01144,客户1144,狗,疫苗,122,王医生,新客户
2025-12-17,C02620,客户2620,猫,疫苗,84,陈医生,老客户
2025-12-17,C01044,客户1044,猫,疫苗,140,王医生,老客户
2025-12-17,C00449,客户449,猫,绝育,541,李医生,老客户
2025-12-17,C01144,客户1144,猫,绝育,388,张医生,老客户
2025-12-17,C01469,客户1469,猫,看病,741,李医生,新客户
2025-12-17,C00911,客户911,猫,洗护,199,刘医生,老客户
2025-12-17,C00086,客户86,猫,看病,726,李医生,老客户
2025-12-17,C00446,客户446,其他,绝育,641,王医生,老客户
2025-12-17,C00171,客户171,猫,体检,356,刘医生,老客户
2025-12-17,C00134,客户134,猫,疫苗,92,陈医生,老客户
2025-12-17,C01301,客户1301,狗,疫苗,128,刘医生,老客户
2025-12-17,C00874,客户874,狗,看病,351,王医生,老客户
2025-12-17,C00595,客户595,狗,体检,272,李医生,老客户
2025-12-17,C01347,客户1347,其他,体检,213,李医生,新客户
2025-12-17,C01347,客户1347,狗,绝育,301,张医生,新客户
2025-12-17,C00167,客户167,狗,绝育,510,王医生,老客户
2025-12-17,C00493,客户493,狗,绝育,590,李医生,老客户
2025-12-17,C01300,客户1300,猫,看病,784,王医生,老客户
2025-12-17,C02424,客户2424,狗,疫苗,129,王医生,老客户
2025-12-17,C00478,客户478,其他,看病,294,王医生,老客户
2025-12-17,C00478,客户478,狗,绝育,506,刘医生,老客户
2025-12-17,C00340,客户340,猫,疫苗,143,李医生,老客户
2025-12-17,C00976,客户976,狗,疫苗,115,李医生,老客户
2025-12-17,C00609,客户609,猫,看病,314,王医生,老客户
2025-12-17,C02500,客户2500,猫,体检,191,刘医生,老客户
2025-12-17,C00337,客户337,猫,看病,390,刘医生,老客户
2025-12-17,C00796,客户796,猫,疫苗,89,王医生,老客户
2025-12-17,C01797,客户1797,猫,绝育,597,李医生,老客户
2025-12-17,C00695,客户695,狗,疫苗,142,王医生,老客户
2025-12-17,C01266,客户1266,狗,体检,191,李医生,老客户
2025-12-17,C01588,客户1588,狗,体检,249,王医生,老客户
2025-12-17,C00251,客户251,狗,体检,392,张医生,老客户
2025-12-17,C00476,客户476,狗,绝育,437,张医生,老客户
2025-12-17,C00277,客户277,其他,看病,895,张医生,老客户
2025-12-17,C00476,客户476,猫,疫苗,92,刘医生,老客户
2025-12-17,C00449,客户449,狗,绝育,424,王医生,老客户
2025-12-17,C00043,客户43,狗,绝育,621,王医生,老客户
2025-12-17,C01587,客户1587,猫,疫苗,137,王医生,老客户
2025-12-17,C00319,客户319,狗,绝育,459,张医生,老客户
2025-12-17,C00168,客户168,猫,疫苗,115,李医生,老客户
2025-12-17,C00868,客户868,狗,体检,158,张医生,老客户
2025-12-17,C00250,客户250,狗,看病,688,李医生,老客户
2025-12-17,C01586,客户1586,猫,疫苗,148,刘医生,老客户
2025-12-17,C00042,客户42,猫,体检,310,张医生,老客户
2025-12-17,C02289,客户2289,其他,看病,698,张医生,老客户
2025-12-17,C00497,客户497,狗,看病,694,陈医生,老客户
2025-12-17,C00918,客户918,狗,绝育,449,李医生,老客户
2025-12-17,C00206,客户206,猫,绝育,366,张医生,新客户
2025-12-17,C01177,客户1177,狗,疫苗,133,王医生,老客户
2025-12-17,C00871,客户871,猫,洗护,192,张医生,老客户
2025-12-17,C01027,客户1027,狗,疫苗,143,李医生,新客户
2025-12-17,C01567,客户1567,狗,看病,475,陈医生,新客户
2025-12-17,C00510,客户510,猫,看病,526,李医生,老客户
2025-12-17,C00218,客户218,猫,看病,597,刘医生,新客户
2025-12-17,C00617,客户617,狗,洗护,226,李医生,老客户
2025-12-17,C02342,客户2342,狗,看病,798,王医生,老客户
2025-12-17,C00960,客户960,狗,洗护,202,张医生,新客户
2025-12-17,C01253,客户1253,猫,体检,191,李医生,老客户
2025-12-17,C01280,客户1280,狗,疫苗,100,王医生,老客户
2025-12-17,C01019,客户1019,猫,看病,474,刘医生,新客户
2025-12-17,C00617,客户617,猫,洗护,204,李医生,新客户
2025-12-17,C00257,客户257,猫,看病,286,李医生,新客户
2025-12-17,C00471,客户471,猫,绝育,466,王医生,老客户
2025-12-17,C01252,客户1252,狗,绝育,582,张医生,老客户
2025-12-17,C00946,客户946,猫,疫苗,133,刘医生,老客户
2025-12-17,C01119,客户1119,狗,疫苗,140,李医生,新客户
2025-12-17,C00032,客户32,狗,看病,633,王医生,老客户
2025-12-17,C00904,客户904,狗,看病,677,王医生,新客户
2025-12-17,C00259,客户259,猫,看病,349,刘医生,老客户
2025-12-17,C01415,客户1415,其他,看病,360,李医生,新客户
2025-12-17,C01667,客户1667,狗,疫苗,123,王医生,老客户
2025-12-17,C00355,客户355,狗,绝育,546,刘医生,老客户
2025-12-17,C01859,客户1859,狗,绝育,589,李医生,新客户
2025-12-17,C02467,客户2467,猫,绝育,579,张医生,老客户
2025-12-17,C00087,客户87,猫,绝育,533,张医生,老客户
2025-12-17,C01755,客户1755,狗,疫苗,144,李医生,老客户
2025-12-17,C00236,客户236,狗,绝育,474,陈医生,老客户
2025-12-17,C01257,客户1257,猫,看病,644,王医生,老客户
2025-12-17,C01027,客户1027,猫,看病,470,李医生,老客户
2025-12-17,C01615,客户1615,狗,洗护,231,刘医生,老客户
2025-12-17,C00709,客户709,猫,疫苗,143,李医生,老客户
2025-12-17,C00112,客户112,猫,洗护,160,李医生,新客户
2025-12-17,C00209,客户209,狗,看病,722,李医生,老客户
2025-12-17,C00598,客户598,狗,绝育,510,陈医生,新客户
2025-12-17,C01430,客户1430,猫,体检,181,王医生,老客户
2025-12-17,C02391,客户2391,狗,体检,191,王医生,老客户
2025-12-17,C00369,客户369,猫,体检,403,陈医生,老客户
2025-12-17,C00446,客户446,其他,看病,596,王医生,老客户
2025-12-17,C01840,客户1840,狗,绝育,309,李医生,老客户
2025-12-17,C02647,客户2647,猫,体检,250,王医生,老客户
2025-12-17,C01349,客户1349,狗,疫苗,140,李医生,老客户
2025-12-17,C00472,客户472,猫,绝育,650,李医生,新客户
2025-12-17,C00394,客户394,猫,体检,229,陈医生,老客户
2025-12-17,C00394,客户394,猫,看病,799,李医生,老客户
2025-12-17,C00411,客户411,其他,看病,1007,王医生,老客户
2025-12-17,C00572,客户572,猫,绝育,618,陈医生,老客户
2025-12-18,C01090,客户1090,狗,体检,260,李医生,老客户
2025-12-18,C01934,客户1934,猫,疫苗,109,张医生,老客户
2025-12-18,C00075,客户75,狗,洗护,125,李医生,老客户
2025-12-18,C01304,客户1304,猫,看病,758,李医生,老客户
2025-12-18,C00535,客户535,猫,绝育,702,刘医生,老客户
2025-12-18,C00351,客户351,狗,绝育,491,李医生,新客户
2025-12-18,C00489,客户489,猫,疫苗,156,王医生,老客户
2025-12-18,C00216,客户216,狗,看病,1015,李医生,老客户
2025-12-18,C00669,客户669,猫,疫苗,118,王医生,老客户
2025-12-18,C00271,客户271,狗,体检,204,刘医生,新客户
2025-12-18,C01115,客户1115,其他,绝育,319,张医生,老客户
2025-12-18,C00275,客户275,狗,看病,577,李医生,新客户
2025-12-18,C01571,客户1571,猫,绝育,473,陈医生,老客户
2025-12-18,C01571,客户1571,其他,疫苗,98,王医生,老客户
2025-12-18,C00085,客户85,狗,绝育,387,李医生,老客户
2025-12-18,C00448,客户448,狗,绝育,570,张医生,老客户
2025-12-18,C01976,客户1976,其他,疫苗,90,张医生,老客户
2025-12-18,C00012,客户12,狗,绝育,439,刘医生,老客户
2025-12-18,C00452,客户452,狗,看病,801,刘医生,老客户
2025-12-18,C01346,客户1346,猫,洗护,223,王医生,老客户
2025-12-18,C00435,客户435,狗,看病,812,李医生,老客户
2025-12-18,C01132,客户1132,其他,体检,341,李医生,老客户
2025-12-18,C00356,客户356,猫,绝育,688,张医生,老客户
2025-12-18,C00312,客户312,其他,疫苗,146,刘医生,老客户
2025-12-18,C02653,客户2653,狗,绝育,448,王医生,老客户
2025-12-18,C00227,客户227,猫,绝育,616,王医生,老客户
2025-12-18,C00134,客户134,猫,看病,593,刘医生,老客户
2025-12-18,C01313,客户1313,猫,疫苗,148,王医生,老客户
2025-12-18,C00180,客户180,猫,绝育,596,李医生,老客户
2025-12-18,C00514,客户514,狗,绝育,386,刘医生,老客户
2025-12-18,C01102,客户1102,狗,看病,253,张医生,老客户
2025-12-18,C02410,客户2410,狗,疫苗,98,刘医生,老客户
2025-12-18,C01685,客户1685,猫,洗护,127,张医生,老客户
2025-12-18,C00746,客户746,猫,看病,345,王医生,老客户
2025-12-18,C01953,客户1953,狗,洗护,133,刘医生,新客户
2025-12-18,C00657,客户657,猫,绝育,481,王医生,老客户
2025-12-18,C01550,客户1550,狗,疫苗,115,刘医生,老客户
2025-12-18,C02599,客户2599,狗,绝育,520,李医生,老客户
2025-12-18,C00135,客户135,狗,看病,289,陈医生,老客户
2025-12-18,C00744,客户744,狗,看病,559,张医生,老客户
2025-12-18,C02407,客户2407,狗,看病,251,张医生,老客户
2025-12-18,C02032,客户2032,猫,疫苗,145,刘医生,老客户
2025-12-18,C02663,客户2663,狗,看病,389,王医生,老客户
2025-12-18,C00516,客户516,狗,洗护,265,刘医生,老客户
2025-12-18,C00006,客户6,其他,绝育,591,李医生,老客户
2025-12-18,C00006,客户6,狗,体检,282,张医生,老客户
2025-12-18,C00585,客户585,狗,绝育,596,李医生,老客户
2025-12-18,C00585,客户585,猫,洗护,214,李医生,老客户
2025-12-18,C00520,客户520,狗,看病,255,刘医生,老客户
2025-12-18,C01676,客户1676,猫,看病,572,张医生,老客户
2025-12-18,C01532,客户1532,猫,洗护,239,李医生,老客户
2025-12-18,C01896,客户1896,猫,绝育,465,王医生,新客户
2025-12-18,C01301,客户1301,其他,绝育,348,刘医生,老客户
2025-12-18,C01844,客户1844,猫,洗护,152,李医生,新客户
2025-12-18,C01424,客户1424,狗,看病,396,陈医生,老客户
2025-12-18,C01323,客户1323,狗,疫苗,92,王医生,老客户
2025-12-18,C00801,客户801,狗,看病,659,王医生,老客户
2025-12-18,C00111,客户111,猫,看病,273,李医生,老客户
2025-12-18,C01254,客户1254,猫,洗护,196,陈医生,老客户
2025-12-18,C00587,客户587,猫,绝育,402,王医生,老客户
2025-12-18,C01021,客户1021,猫,绝育,538,张医生,老客户
2025-12-18,C00280,客户280,狗,绝育,432,张医生,老客户
2025-12-18,C01850,客户1850,狗,疫苗,115,李医生,老客户
2025-12-18,C01279,客户1279,猫,看病,758,陈医生,新客户
2025-12-18,C02538,客户2538,其他,看病,448,陈医生,老客户
2025-12-18,C00802,客户802,猫,疫苗,150,张医生,新客户
2025-12-18,C01426,客户1426,其他,看病,565,李医生,老客户
2025-12-18,C00280,客户280,狗,体检,221,王医生,老客户
2025-12-18,C01745,客户1745,狗,疫苗,105,张医生,老客户
2025-12-18,C00518,客户518,狗,看病,733,张医生,老客户
2025-12-18,C01487,客户1487,猫,洗护,198,李医生,老客户
2025-12-18,C00121,客户121,狗,绝育,375,张医生,老客户
2025-12-18,C00526,客户526,狗,看病,485,张医生,老客户
2025-12-18,C00058,客户58,猫,看病,803,刘医生,新客户
2025-12-18,C00108,客户108,猫,看病,338,张医生,老客户
2025-12-18,C01065,客户1065,狗,看病,641,李医生,老客户
2025-12-18,C02258,客户2258,猫,疫苗,92,刘医生,新客户
2025-12-18,C00416,客户416,猫,体检,308,王医生,新客户
2025-12-18,C01090,客户1090,猫,绝育,424,张医生,老客户
2025-12-18,C00345,客户345,狗,看病,787,张医生,新客户
2025-12-18,C00345,客户345,狗,绝育,497,张医生,老客户
2025-12-18,C01417,客户1417,猫,疫苗,133,王医生,老客户
2025-12-18,C00676,客户676,狗,疫苗,93,张医生,老客户
2025-12-18,C00589,客户589,猫,看病,701,张医生,老客户
2025-12-18,C01431,客户1431,狗,体检,156,王医生,老客户
2025-12-18,C00043,客户43,猫,看病,266,陈医生,老客户
2025-12-18,C00632,客户632,狗,疫苗,85,王医生,老客户
2025-12-18,C00476,客户476,猫,看病,799,张医生,老客户
2025-12-18,C02004,客户2004,猫,洗护,205,李医生,老客户
2025-12-18,C00594,客户594,狗,看病,752,李医生,老客户
2025-12-18,C00300,客户300,猫,看病,522,李医生,老客户
2025-12-18,C01164,客户1164,狗,体检,229,刘医生,新客户
2025-12-18,C00171,客户171,狗,看病,434,张医生,老客户
2025-12-18,C00207,客户207,狗,疫苗,150,刘医生,新客户
2025-12-18,C00253,客户253,猫,绝育,646,陈医生,老客户
2025-12-18,C00152,客户152,其他,疫苗,132,刘医生,老客户
2025-12-18,C01044,客户1044,猫,看病,212,刘医生,新客户
2025-12-18,C01163,客户1163,猫,绝育,561,刘医生,老客户
2025-12-18,C01429,客户1429,狗,看病,608,张医生,老客户
2025-12-18,C00208,客户208,猫,绝育,657,刘医生,老客户
2025-12-18,C00113,客户113,其他,看病,675,王医生,老客户
2025-12-18,C02524,客户2524,猫,体检,321,刘医生,老客户
2025-12-18,C01471,客户1471,狗,看病,631,王医生,老客户
2025-12-18,C00870,客户870,狗,看病,325,李医生,老客户
2025-12-18,C00507,客户507,猫,疫苗,150,李医生,新客户
2025-12-18,C00910,客户910,狗,看病,590,陈医生,老客户
2025-12-18,C00093,客户93,猫,体检,310,张医生,老客户
2025-12-18,C01773,客户1773,狗,绝育,555,刘医生,新客户
2025-12-18,C01436,客户1436,猫,疫苗,99,王医生,老客户
2025-12-18,C01050,客户1050,猫,体检,294,李医生,老客户
2025-12-18,C01473,客户1473,猫,疫苗,103,张医生,老客户
2025-12-18,C00871,客户871,猫,体检,197,张医生,老客户
2025-12-18,C00568,客户568,猫,绝育,417,李医生,新客户
2025-12-18,C00201,客户201,狗,看病,540,王医生,新客户
2025-12-18,C01178,客户1178,其他,绝育,402,张医生,老客户
2025-12-18,C00244,客户244,狗,看病,616,刘医生,老客户
2025-12-18,C02319,客户2319,其他,疫苗,121,李医生,老客户
2025-12-18,C02015,客户2015,其他,疫苗,103,李医生,老客户
2025-12-18,C01005,客户1005,狗,绝育,585,王医生,老客户
2025-12-18,C00327,客户327,狗,洗护,233,陈医生,老客户
2025-12-18,C00358,客户358,猫,疫苗,149,陈医生,新客户
2025-12-18,C01178,客户1178,猫,绝育,547,刘医生,老客户
2025-12-18,C00213,客户213,猫,绝育,684,王医生,老客户
2025-12-18,C02438,客户2438,狗,疫苗,92,王医生,老客户
2025-12-18,C02569,客户2569,猫,看病,383,王医生,老客户
2025-12-18,C00537,客户537,猫,洗护,263,李医生,新客户
2025-12-18,C02571,客户2571,猫,绝育,404,张医生,老客户
2025-12-18,C00005,客户5,猫,绝育,644,李医生,老客户
2025-12-18,C00025,客户25,狗,看病,608,王医生,老客户
2025-12-18,C01516,客户1516,猫,疫苗,84,刘医生,老客户
2025-12-18,C00023,客户23,猫,看病,324,李医生,老客户
2025-12-18,C00104,客户104,猫,绝育,526,王医生,老客户
2025-12-18,C00736,客户736,狗,体检,306,陈医生,新客户
2025-12-18,C01382,客户1382,其他,绝育,391,李医生,老客户
2025-12-18,C02578,客户2578,狗,绝育,425,王医生,老客户
2025-12-18,C00074,客户74,其他,洗护,180,张医生,老客户
2025-12-18,C02046,客户2046,其他,体检,221,王医生,老客户
2025-12-18,C01089,客户1089,狗,疫苗,138,李医生,新客户
2025-12-18,C00424,客户424,狗,洗护,188,李医生,新客户
2025-12-18,C00739,客户739,猫,洗护,152,李医生,老客户
2025-12-18,C02425,客户2425,其他,洗护,193,王医生,老客户
2025-12-18,C01928,客户1928,猫,绝育,355,陈医生,老客户
2025-12-18,C01375,客户1375,猫,体检,250,李医生,老客户
2025-12-18,C02674,客户2674,其他,绝育,339,张医生,老客户
2025-12-18,C01903,客户1903,狗,绝育,567,王医生,老客户
2025-12-18,C00891,客户891,狗,绝育,514,张医生,老客户
2025-12-18,C00449,客户449,狗,体检,290,陈医生,新客户
2025-12-18,C00383,客户383,猫,疫苗,114,李医生,老客户
2025-12-18,C02688,客户2688,猫,绝育,319,刘医生,老客户
2025-12-18,C02069,客户2069,猫,洗护,137,陈医生,老客户
2025-12-18,C00571,客户571,猫,体检,171,李医生,老客户
2025-12-18,C01399,客户1399,猫,疫苗,119,张医生,老客户
2025-12-18,C00723,客户723,猫,绝育,301,王医生,老客户
2025-12-18,C00469,客户469,猫,绝育,732,李医生,老客户
2025-12-18,C01495,客户1495,猫,体检,266,刘医生,老客户
2025-12-18,C01399,客户1399,狗,洗护,195,张医生,新客户
2025-12-18,C02558,客户2558,猫,疫苗,133,张医生,新客户
2025-12-18,C00292,客户292,猫,看病,728,李医生,新客户
2025-12-18,C00347,客户347,其他,洗护,112,陈医生,老客户
2025-12-18,C01012,客户1012,猫,疫苗,93,李医生,新客户
2025-12-18,C00243,客户243,其他,绝育,646,王医生,新客户
2025-12-18,C00243,客户243,狗,绝育,659,王医生,老客户
2025-12-18,C00003,客户3,猫,疫苗,153,张医生,老客户
2025-12-18,C00730,客户730,狗,看病,209,王医生,老客户
2025-12-18,C00893,客户893,狗,疫苗,104,刘医生,老客户
2025-12-18,C00932,客户932,猫,绝育,364,张医生,老客户
2025-12-18,C02191,客户2191,猫,疫苗,129,王医生,老客户
2025-12-18,C00671,客户671,狗,看病,370,李医生,老客户
2025-12-18,C02684,客户2684,猫,疫苗,135,王医生,老客户
2025-12-18,C01631,客户1631,狗,洗护,189,李医生,老客户
2025-12-19,C01319,客户1319,狗,疫苗,126,张医生,老客户
2025-12-19,C00498,客户498,猫,看病,638,李医生,新客户
2025-12-19,C01999,客户1999,其他,看病,669,李医生,新客户
2025-12-19,C01320,客户1320,狗,体检,233,刘医生,老客户
2025-12-19,C00361,客户361,猫,看病,876,张医生,老客户
2025-12-19,C00495,客户495,猫,看病,414,王医生,新客户
2025-12-19,C00091,客户91,其他,绝育,604,李医生,老客户
2025-12-19,C00639,客户639,猫,洗护,146,王医生,老客户
2025-12-19,C01988,客户1988,猫,看病,586,张医生,老客户
2025-12-19,C01990,客户1990,其他,绝育,490,刘医生,新客户
2025-12-19,C00363,客户363,狗,绝育,646,陈医生,老客户
2025-12-19,C00639,客户639,猫,疫苗,142,王医生,老客户
2025-12-19,C00359,客户359,猫,看病,581,李医生,老客户
2025-12-19,C01324,客户1324,猫,看病,370,张医生,老客户
2025-12-19,C00769,客户769,狗,看病,715,李医生,老客户
2025-12-19,C00439,客户439,其他,看病,767,王医生,老客户
2025-12-19,C00499,客户499,狗,绝育,620,李医生,老客户
2025-12-19,C01592,客户1592,猫,疫苗,99,王医生,老客户
2025-12-19,C00316,客户316,猫,绝育,547,张医生,老客户
2025-12-19,C00006,客户6,猫,绝育,452,王医生,老客户
2025-12-19,C01456,客户1456,狗,疫苗,111,李医生,老客户
2025-12-19,C01218,客户1218,其他,体检,327,王医生,老客户
2025-12-19,C00478,客户478,猫,看病,1031,李医生,新客户
2025-12-19,C01835,客户1835,狗,体检,306,刘医生,老客户
2025-12-19,C00035,客户35,狗,绝育,681,刘医生,新客户
2025-12-19,C00342,客户342,狗,绝育,585,刘医生,老客户
2025-12-19,C00510,客户510,猫,洗护,256,王医生,老客户
2025-12-19,C01851,客户1851,狗,疫苗,140,王医生,老客户
2025-12-19,C00802,客户802,狗,绝育,532,陈医生,老客户
2025-12-19,C00481,客户481,猫,看病,353,刘医生,老客户
2025-12-19,C01416,客户1416,猫,绝育,456,陈医生,新客户
2025-12-19,C01857,客户1857,狗,洗护,164,李医生,老客户
2025-12-19,C00108,客户108,狗,绝育,475,李医生,老客户
2025-12-19,C00415,客户415,狗,疫苗,161,刘医生,老客户
2025-12-19,C00059,客户59,狗,看病,906,刘医生,老客户
2025-12-19,C00417,客户417,其他,洗护,133,李医生,老客户
2025-12-19,C02140,客户2140,狗,疫苗,112,刘医生,老客户
2025-12-19,C00478,客户478,猫,体检,223,李医生,老客户
